物品ID,物品名称,所属地,发往地,物品类型,客户等级,收获日期
734,a,A,D,2,5,2026-01-01
735,y,C,G,3,3,2026-01-01
736,f,B,E,3,1,2026-01-02
737,r,A,G,3,6,2026-01-05
738,s,H,C,2,3,2025-12-31
739,g,H,E,3,7,2026-01-06
740,u,F,H,4,6,2026-01-04
741,n,B,D,4,7,2025-12-30
742,n,C,E,2,7,2026-01-06
743,r,C,G,2,4,2025-12-30
744,j,G,D,3,5,2026-01-04
745,m,F,H,2,5,2025-12-30
746,k,B,F,3,5,2026-01-05
747,x,C,F,3,7,2025-12-31
748,o,A,F,3,5,2026-01-05
749,a,D,A,3,4,2026-01-03
750,f,G,H,2,5,2026-01-02
751,n,G,C,4,1,2026-01-04
752,y,C,B,4,5,2025-12-30
753,j,D,G,1,5,2026-01-03
754,o,H,A,4,6,2026-01-06
755,i,A,G,1,5,2026-01-03
756,x,E,C,2,1,2026-01-02
757,z,F,E,4,4,2026-01-02
758,v,A,G,3,4,2026-01-05
759,f,D,H,4,2,2026-01-02
760,q,H,B,3,1,2025-12-30
761,l,E,A,2,1,2026-01-02
762,g,A,B,1,1,2025-12-30
763,m,C,E,4,1,2025-12-31
764,m,H,C,3,3,2026-01-02
765,z,G,B,2,3,2026-01-04
766,c,C,B,4,6,2026-01-04
767,y,G,A,1,1,2026-01-04
768,r,D,A,3,6,2025-12-31
769,l,E,A,3,7,2026-01-04
770,y,C,D,4,7,2026-01-02
771,e,C,E,2,4,2026-01-02
772,x,B,G,2,7,2026-01-01
773,j,H,E,3,3,2026-01-05
774,c,G,B,4,7,2026-01-03
775,z,H,G,2,2,2026-01-05
776,i,E,D,4,2,2026-01-01
777,d,G,H,2,3,2026-01-03
778,o,G,E,1,1,2025-12-31
779,i,G,H,2,3,2026-01-02
780,f,D,H,2,7,2025-12-31
781,g,H,A,2,3,2026-01-06
782,j,F,C,3,7,2026-01-04
783,p,D,B,4,5,2026-01-02
784,y,G,H,3,5,2026-01-01
785,a,G,C,1,2,2026-01-06
786,x,B,H,4,5,2025-12-31
787,r,A,B,1,6,2025-12-31
788,j,D,E,4,4,2025-12-31
789,n,G,E,1,1,2026-01-01
790,s,H,G,4,6,2026-01-06
791,e,E,G,1,4,2026-01-02
792,u,C,B,1,6,2026-01-03
793,l,F,C,2,2,2026-01-02
794,c,C,H,3,7,2026-01-02
795,y,B,E,3,7,2025-12-31
796,z,C,F,4,3,2026-01-06
797,q,E,C,4,6,2026-01-05
798,o,G,E,2,3,2025-12-31
799,o,D,B,1,2,2026-01-05
800,w,E,A,2,3,2026-01-04
801,l,D,H,1,1,2025-12-30
802,c,D,B,4,4,2026-01-06
803,m,H,A,4,5,2026-01-04
804,e,F,G,1,5,2025-12-31
805,e,A,F,1,1,2026-01-01
806,b,C,E,3,1,2026-01-03
807,f,F,H,3,5,2026-01-02
808,y,F,G,1,2,2026-01-03
809,e,F,G,4,7,2026-01-01
810,x,A,D,3,6,2025-12-31
811,h,H,B,1,7,2026-01-05
812,i,C,D,1,6,2025-12-30
813,k,H,E,2,2,2026-01-03
814,x,F,G,3,4,2026-01-03
815,z,F,B,1,2,2026-01-01
816,f,G,A,3,3,2026-01-04
817,o,D,A,3,1,2026-01-01
818,h,H,G,4,3,2026-01-06
819,i,H,F,1,5,2026-01-01
820,j,D,A,1,5,2026-01-06
821,m,H,C,3,3,2026-01-01
822,n,D,F,4,6,2026-01-06
823,w,F,C,4,1,2026-01-02
824,k,E,G,2,7,2026-01-05
825,u,A,H,2,5,2026-01-06
826,m,F,D,4,4,2026-01-06
827,d,D,G,3,6,2026-01-05
828,x,A,C,1,2,2026-01-04
829,v,A,G,3,5,2026-01-06
830,f,C,E,2,4,2026-01-01
831,m,D,F,4,2,2026-01-03
832,i,G,H,2,5,2026-01-02
833,m,C,B,1,3,2026-01-06
834,z,H,D,2,6,2026-01-06
835,y,D,G,1,3,2025-12-31
836,r,G,A,4,7,2026-01-06
837,z,H,D,4,7,2026-01-05
838,u,B,H,4,6,2026-01-02
839,o,B,H,3,2,2025-12-31
840,c,A,G,4,1,2026-01-05
841,v,A,C,1,3,2026-01-05
842,u,E,H,3,7,2026-01-05
843,d,D,A,1,6,2025-12-30
844,a,C,B,4,5,2025-12-30
845,m,E,B,1,4,2026-01-02
846,w,E,C,2,7,2026-01-03
847,s,C,D,2,3,2026-01-06
848,k,F,C,1,3,2026-01-01
849,d,A,H,2,3,2026-01-02
850,y,C,F,3,1,2026-01-01
851,x,H,G,3,1,2025-12-31
852,l,H,C,3,7,2026-01-01
853,w,F,B,1,4,2026-01-03
854,s,F,D,2,2,2026-01-01
855,p,F,B,2,4,2025-12-31
856,o,B,A,4,6,2026-01-01
857,x,E,F,3,3,2025-12-30
858,k,A,D,3,4,2026-01-05
859,b,D,G,2,2,2025-12-30
860,t,G,C,2,3,2026-01-06
861,w,G,E,1,5,2025-12-31
862,r,A,B,1,6,2026-01-01
863,d,F,B,1,6,2026-01-04
864,b,F,H,3,2,2026-01-02
865,t,H,A,3,5,2026-01-06
866,i,H,B,4,1,2026-01-02
867,j,D,H,3,5,2026-01-01
868,b,D,F,1,3,2026-01-05
869,g,A,H,3,3,2026-01-02
870,s,C,G,2,2,2025-12-31
871,p,D,E,1,5,2026-01-02
872,n,B,D,4,4,2026-01-03
873,i,B,D,2,2,2026-01-02
874,z,F,D,2,7,2026-01-04
875,j,G,F,1,6,2026-01-06
876,a,C,D,2,2,2026-01-05
877,g,G,E,2,2,2026-01-04
878,o,A,F,1,2,2026-01-01
879,f,E,C,1,2,2026-01-03
880,x,H,A,1,2,2026-01-06
881,x,C,D,3,1,2026-01-04
882,z,E,D,4,4,2026-01-05
883,e,A,C,1,6,2026-01-03
884,l,F,C,1,6,2026-01-02
885,y,H,B,2,6,2026-01-01
886,d,D,H,2,4,2025-12-30
887,b,F,H,4,2,2025-12-31
888,d,C,H,4,7,2026-01-06
889,s,F,E,1,5,2026-01-05
890,v,D,E,4,2,2026-01-01
891,t,E,B,4,7,2026-01-03
892,m,A,C,2,4,2026-01-05
893,q,G,H,4,7,2026-01-06
894,w,C,A,4,7,2025-12-31
895,q,G,C,2,2,2026-01-01
896,x,D,G,4,6,2026-01-01
897,u,G,B,4,1,2026-01-02
898,b,G,F,4,5,2025-12-30
899,z,D,F,2,4,2026-01-03
900,z,E,A,3,2,2026-01-04
901,t,F,H,3,1,2026-01-02
902,s,E,G,1,6,2026-01-04
903,j,H,A,4,7,2026-01-02
904,f,C,E,1,5,2026-01-02
905,l,D,F,2,4,2026-01-03
906,m,F,E,1,7,2026-01-03
907,z,D,F,1,5,2025-12-31
908,z,C,D,2,2,2026-01-02
909,g,G,E,4,3,2026-01-06
910,b,A,C,3,2,2026-01-04
911,b,A,G,4,7,2026-01-02
912,a,F,C,4,7,2025-12-31
913,s,B,E,2,5,2026-01-02
914,u,D,H,1,2,2026-01-03
915,z,A,D,2,6,2025-12-30
916,f,C,B,4,1,2026-01-05
917,w,H,G,2,4,2026-01-02
918,d,B,H,3,3,2026-01-02
919,a,D,A,3,7,2025-12-30
920,z,G,H,1,7,2025-12-31
921,f,H,B,4,3,2026-01-01
922,p,F,E,2,7,2026-01-03
923,h,G,C,1,1,2025-12-30
924,p,C,E,2,3,2025-12-30
925,g,H,F,4,3,2026-01-02
926,l,G,H,1,5,2025-12-30
927,f,F,E,4,1,2026-01-02
928,x,D,E,4,6,2026-01-05
929,p,H,C,1,5,2025-12-30
930,q,B,D,2,4,2026-01-04
931,h,A,E,2,7,2025-12-30
932,z,F,A,1,1,2026-01-02
933,k,E,F,4,4,2025-12-30
934,d,G,D,3,5,2026-01-03
935,l,G,F,1,4,2026-01-06
936,h,F,A,3,6,2026-01-02
937,u,G,B,3,2,2026-01-03
938,s,C,E,4,7,2026-01-04
939,y,H,B,3,3,2026-01-02
940,q,H,A,3,3,2026-01-04
941,h,G,H,3,2,2025-12-30
942,l,D,F,3,7,2026-01-04
943,m,A,H,4,3,2025-12-31
944,c,A,F,3,1,2025-12-30
945,g,G,B,1,1,2026-01-05
946,p,C,B,4,5,2026-01-04
947,s,D,H,2,5,2025-12-30
948,w,H,D,1,6,2025-12-31
949,r,H,B,4,5,2026-01-03
950,g,F,H,2,6,2026-01-02
951,g,E,B,1,1,2026-01-05
952,k,E,F,1,5,2026-01-06
953,f,E,F,1,3,2025-12-31
954,r,G,D,1,7,2026-01-06
955,r,H,B,1,4,2025-12-31
956,b,F,B,2,3,2026-01-01
957,t,B,G,3,7,2026-01-05
958,s,H,A,2,5,2026-01-06
959,x,D,C,2,5,2025-12-30
960,r,C,B,3,1,2025-12-30
961,q,A,H,4,2,2026-01-01
962,v,A,H,3,1,2025-12-31
963,p,D,F,1,2,2026-01-05
964,u,B,C,3,6,2026-01-06
965,l,C,G,1,1,2026-01-03
966,b,G,F,4,6,2025-12-31
967,z,A,F,4,3,2026-01-02
968,m,E,H,1,5,2026-01-04
969,b,H,E,3,1,2026-01-04
970,z,B,A,4,5,2026-01-05
971,d,D,E,4,2,2026-01-03
972,v,C,E,4,3,2026-01-05
973,x,H,C,4,6,2026-01-02
974,k,F,C,2,3,2025-12-30
975,n,H,E,1,1,2025-12-30
976,g,H,C,3,1,2025-12-30
977,n,C,G,1,6,2026-01-04
978,o,A,H,1,7,2026-01-06
979,h,E,C,2,2,2026-01-05
980,g,F,C,2,2,2026-01-01
981,f,D,C,4,6,2025-12-30
982,t,F,H,2,3,2026-01-01
983,q,C,G,4,7,2026-01-04
984,a,D,E,3,6,2025-12-31
985,l,B,E,1,2,2026-01-05
986,j,D,C,1,7,2025-12-30
987,h,D,H,1,5,2026-01-04
988,x,D,F,3,3,2025-12-31
989,y,C,F,2,2,2026-01-05
990,f,B,C,1,3,2026-01-02
991,e,E,G,1,2,2026-01-02
992,k,G,E,4,1,2026-01-01
993,l,A,D,3,2,2026-01-02
994,m,H,F,4,3,2025-12-30
995,v,G,D,2,4,2026-01-04
996,o,E,D,3,6,2025-12-31
997,x,F,A,2,4,2026-01-03
998,x,A,H,4,6,2026-01-04
999,d,C,D,3,7,2026-01-02
1000,p,D,C,3,2,2026-01-02
